cp-train: gens=120 pop=64 elite=8 games=64 seed=1 cap=200 arch=[63, 24, 16, 1] (1953 params) out=checkpoints
gen  66/120  best=+0.7386 mean=+0.3543 med=+0.3550 std=0.1949 tf=0.276 nov=0.000 sigma=0.0608 wT=0.050 gLen=112.2 bankrupt=0.11 div=8.015 162.6 g/s
gen  67/120  best=+0.6814 mean=+0.3539 med=+0.3622 std=0.1671 tf=0.259 nov=0.000 sigma=0.0590 wT=0.042 gLen=109.2 bankrupt=0.11 div=9.541 149.1 g/s
gen  68/120  best=+0.8674 mean=+0.3642 med=+0.3652 std=0.1748 tf=0.292 nov=0.000 sigma=0.0572 wT=0.033 gLen=118.2 bankrupt=0.09 div=9.812 161.4 g/s
gen  69/120  best=+0.8655 mean=+0.3813 med=+0.3830 std=0.1767 tf=0.307 nov=0.000 sigma=0.0554 wT=0.025 gLen=106.0 bankrupt=0.11 div=9.443 152.6 g/s
gen  70/120  best=+0.6718 mean=+0.3729 med=+0.3937 std=0.1244 tf=0.291 nov=0.000 sigma=0.0536 wT=0.017 gLen=104.9 bankrupt=0.12 div=9.601 151.9 g/s
gen  71/120  best=+0.6943 mean=+0.3644 med=+0.3446 std=0.1510 tf=0.252 nov=0.000 sigma=0.0518 wT=0.008 gLen=107.4 bankrupt=0.11 div=10.198 160.3 g/s
gen  72/120  best=+0.6719 mean=+0.3636 med=+0.3759 std=0.1459 tf=0.259 nov=0.000 sigma=0.0500 wT=0.000 gLen=112.9 bankrupt=0.11 div=10.257 161.9 g/s
gen  73/120  best=+0.7803 mean=+0.3605 med=+0.3794 std=0.1805 tf=0.242 nov=0.000 sigma=0.0500 wT=0.000 gLen=107.2 bankrupt=0.12 div=9.801 155.6 g/s
gen  74/120  best=+0.8031 mean=+0.3930 med=+0.4000 std=0.1540 tf=0.287 nov=0.000 sigma=0.0500 wT=0.000 gLen=95.0 bankrupt=0.15 div=7.854 157.5 g/s
gen  75/120  best=+0.7480 mean=+0.3804 med=+0.4046 std=0.1852 tf=0.276 nov=0.000 sigma=0.0500 wT=0.000 gLen=97.2 bankrupt=0.14 div=6.991 159.3 g/s
gen  76/120  best=+0.7514 mean=+0.3486 med=+0.3251 std=0.1622 tf=0.297 nov=0.000 sigma=0.0500 wT=0.000 gLen=99.1 bankrupt=0.15 div=6.298 157.4 g/s
gen  77/120  best=+0.8547 mean=+0.4324 med=+0.4459 std=0.1651 tf=0.305 nov=0.000 sigma=0.0500 wT=0.000 gLen=96.9 bankrupt=0.14 div=6.178 166.0 g/s
gen  78/120  best=+0.7130 mean=+0.3867 med=+0.3932 std=0.1790 tf=0.295 nov=0.000 sigma=0.0500 wT=0.000 gLen=92.4 bankrupt=0.17 div=3.616 163.0 g/s
gen  79/120  best=+0.8687 mean=+0.3970 med=+0.3944 std=0.1710 tf=0.291 nov=0.000 sigma=0.0500 wT=0.000 gLen=101.5 bankrupt=0.15 div=3.627 166.0 g/s
gen  80/120  best=+0.6147 mean=+0.3420 med=+0.3375 std=0.1346 tf=0.222 nov=0.000 sigma=0.0500 wT=0.000 gLen=89.9 bankrupt=0.17 div=4.083 162.9 g/s
gen  81/120  best=+0.7633 mean=+0.3968 med=+0.3956 std=0.1889 tf=0.244 nov=0.000 sigma=0.0500 wT=0.000 gLen=94.1 bankrupt=0.15 div=4.171 166.4 g/s
gen  82/120  best=+0.6756 mean=+0.3804 med=+0.3771 std=0.1448 tf=0.224 nov=0.000 sigma=0.0500 wT=0.000 gLen=96.4 bankrupt=0.14 div=4.321 161.6 g/s
gen  83/120  best=+0.7264 mean=+0.3785 med=+0.3793 std=0.1723 tf=0.262 nov=0.000 sigma=0.0500 wT=0.000 gLen=93.0 bankrupt=0.15 div=4.607 168.4 g/s
